reviewid	title	body	shortdescription
4032	perfect for pairing with iPhone	I have a Yamaha receiver and this accessory made it easy to sync my iphone to the receiver via the bluetooth. The only drawback I see is that you have to re-pair it after a period of inactivity. It just takes a couple of minutes so it's not a big deal.	The YBA-10 Bluetooth Wireless Audio Receiver docks to the receiver and supports A2DP audio streaming, so users can enjoy music wirelessly from Bluetooth-enabled mobile phones, Windows PCs and Macs.
4034	Useful attachment	Bought this BT attachment to use my V-463 receiver w/ cell phone & PC. Now I play songlist on laptop/pc/cell phone and listen it on Home theater system (690BL).	The YBA-10 Bluetooth Wireless Audio Receiver docks to the receiver and supports A2DP audio streaming, so users can enjoy music wirelessly from Bluetooth-enabled mobile phones, Windows PCs and Macs.
4130	High quality display with great picture, remote and menus need some work	Just got one of these for the bedroom and mounted it via the "LCD Articulating Wall Mount for Screens Up To 22 In with vesa 75/100MM" that was recommended. The tv came well packaged and in the original toshiba box, and while the box was pretty beat up and about to fall open there was no damage to the display. The tv is reasonably sleek looking with its all gloss black enclosure, and has a reasonably small profile, especially for an integrated dvd unit. It's also surprisingly light and I was able to wall mount it by myself, although I don't recommend it as you have to procariously hold the tv in one hand while you align it with the wall mount so that you can get the first screw in. The resolution looks very sharp when viewing HD channels, contrast is great, good viewing angle, dark dark blacks, vivid and seemingly acurate colors. I'm very happy with the quality of the picture. The sound is decent for a bedroom tv, but probably not adequate for something like a family room, in which case you should be looking at a larger tv anyway. The integrated dvd player works great, and is even able to play divx encoded video files off a burned data dvd. The dvd player seems to somehow detect if you have a widescreen format dvd, in which case it will display it in Full picture size (16:9), otherwise for full screen format it shows it in Normal (4:3). I'd actually just prefer it to remember what picture size I last selected and stick with that, instead of trying to detect it on its own. Of course you can always change the picture size once the movie is started. The remote also has a dvd eject button, which is a nice touch that I find useful; many others don't include this. Setup is easy and automatically runs the first time you turn it on. I didn't want to spend the extra cash on another Comcast set top box, so I simply hooked up the cable and let the tv automatically search for channels. I was suprised that it was actually able to tune into most of the major network digital HD channels. Comcast (San Jose, CA) must also be broadcasting these via cable. It also picked up a bunch of music and radio on the higher end channels. It was able to automatically label most of the local channels (e.g. 2-13) with the proper call letters (e.g. KTVU), but none above that. In our bedroom we are about 10 ft. away from it, and this size is almost a little on the small side for that distance. I'd probably like something more like a 32" if money wasn't a factor, but this unit was in our budget. Now for the negatives: The remote is quite large and has a lot of buttons, many that have dual funtions depending on tv/dvd mode, which is a bit confusing. I found myself searching for stuff in the beginning, but am now used to where the usual buttons are. The buttons glow in the dark which is nice, but some that are not labeled on top of the button, but rather next to it, such as "PIC SIZE" are not readable in the dark. The menu system is not very intuitive and looks like it was somewhat hastily put together. This is a brand new model, so maybe they haven't spent too much time on the software. One good example is the process for labeling a channel, such as HGTV or SCFI. You have to pain-stakingly use the left/right arrow on the remote to scroll through each character, starting with the numbers first (which are least likely to be in a channel label by the way). You can't even hold the button down and let it scroll automatically, you have to push it once each time. Needless to say, trying to label a bunch of channels is a major pain. There are a few other glaring shortcommings you'll come across in the menus that suggests to me they didn't spend enough time perfecting the software, but luckily you won't spend much time in there outside of setting it up. It responds somewhat slowly to certain remote operations, such as when you are selecting characters to label a channel, or more importantly while changing channels, which makes the tv feel a bit sluggish. If you're using a satellite or cable set top box, then this won't be as much of an issue as you won't be changing channels directly on the tv. Bottom line: It's an excellent value and has great features for a small dvd-integrated lcd. It's the least expensive lcd hdtv with an integrated dvd player in this size that I could find, and in my experience toshiba products tend to be of good quality and this is no exception. I'd give it 5 stars based solely on the quality of the exterior, appearance, display and sound. But the large and complicated remote, clunky menu system and sluggish response are negatives; however probably not a factor if you are using a satellite or cable set top box.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4137	Great Little TV/DVD	We got this TV/DVD with AMEX points to replace an old TV/VCR that went in the corner of the counter, under the shelves, in the kitchen. We were worried it might be TOO much, but it is a great TV. Great picture, takes up even less space than the TV/VCR with a smaller screen because it was a CRT unit. Highly recommend.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4142	Good one	Nice quality, good picture, DVD with Divx format. Whats not to like? If its like my other 4 Toshiba's it will be around here longer than I want to look at it, because they never break down.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4147	Good picture quality, extremely slow channel switching	I read about the slow channel switching from early review comments but I thought it will not be so bad. This turns out to be a major flaw. From the time you press the channel number, it takes about 2-3 seconds to start the switching (the screen goes blank) and then another 2-3 seconds to latch on to the next channel. If you like to switch between channels, DO NOT BUY THIS TV. The picture quality is very good, and it is very convenient to have the DVD player integrated. It is light weight and looks decent.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4150	As pleased as I am with my big Toshiba!	I recently bought this TV for my bedroom and I am as pleased as I am with my big Toshiba. It is true, and I will soon hook a surround speaker to the tv, that the sound lacks a little. But as mentioned it can be fixed relatively simple and cost efficient. Overall it is a great TV for a bedroom.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4151	Not super...	I ordered this tv and it showed up with a dead pixel so I returned. Not sure if I'm going to get the same one or the Sharp. The picture when viewed at night seemed to have a white glow coming from the top and bottome edges of the screen, mostily noticable on darker pictures. Not sure if that is the way it's supposed to be or if there was more than a dead pixel wrong with the tv. I was worried about the sound level but that didn't seem to be a problem.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4152	2.5 stars for the second $500 lemon	due to a space concern in the bedroom we bypassed a regza and went with this 22" tv. The first one we got was incredibly defective. It turned itself on in the middle of hte night multiple times with no provocation. Then when watching broadcast channels in digital, the sound was wont to cut out for minutes at a time. Then one of our local channels, channel 3, was changed in the toshiba memory ( by itself ) to channel 50, and now when we try to navigate from channel 3 to the next channel, it jumps to channel 57! so the channels were all mixed up. my father went back to the store and they told him that hte tv's in the store all do that ! but we tried another unit of this same tv, hoping that this one was just unusually defective. no such luck. this one also has major problems with the sound where it cuts out for minutes at a time. imagine if it were after february 2009, and you could not switch back to the analog! you would lose minutes of dialogue for your favorite program! i cannot believe no one else has had any problem with this, but maybe it is due to the fact that they have cable tv and not antenna like we do. the channels are slow to change, but you'll be lucky if thats your only problem with this tv. The sound cutting out is such a shame because the toshiba has better sound than any other brand of LCDs BY FAR. my recommendation is to get what i have in my bedroom a 32" toshiba regza 720/1080i. its a great tv. you wont be disappointed ( and comes from amazon for a nice price )	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4176	Great TV!	I put this TV in my kitchen. I was a nice fit. And the clarity was great. The only thing I notice is the volume is not very good. I have turned it all the way up and it does not get ery loud.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4181	Just what I expected!	The TV arrived in one day, perfectly packaged and was just as it was described on Amazon.	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4186	Unreceived TV	I ordered this TV, but it was damaged by UPS in transit and I never received it. Then I got a message that it (the order) was canceled and I got a credit. I called to say "just send me another one" and was told that I could not do that. So, I said forget it!!!!! M. Wunderlich	22" LCD HDTV, High Gloss Black Finsh, Built-in DVd Player, DivX Certified, PC Input with JPEG Viewer
4212	Just Exactly What I Was Looking For	I had a fairly specific set of needs while looking for a camera bag: - I wanted a separate compartment for misc. accessories - I like the backpack style design - I needed to put my 15" MacBook Pro in it - and the camera compartment had to fit my Canon 40D with the 70-200mm 2.8 lens attached. The first three requirement were easy to find, but finding a camera compartment big enough to be able to fit the camera and lens (attached) in it so i don't have to take off the lens every time I put it away, was a tough job. I got really close with some Kata bags, but in the end this Lowepro has everything I wanted. I've been very pleased with it so far (I've had it about a month now) - if anything, it's a little disconcerting to be as excited about the bag as I am about the gear inside. The tripod that comes in the bundle is really geared more toward the weight of a point & shoot - I wouldn't trust it with my SLR and zoom lens, it's just too much weight. The cleaning kit is from the bargain bin, but some extra lens cloths and blowers aren't bad to have around. Not worth paying extra for, but the price for the bundle was the same as it was for the Lowepro bag alone.	Kit includes:? 1) BrandXYZ Fastpack 350 Backpack Camera Case. ? 2) Precision Design Deluxe Camera Tripod with Carrying Case. ? 3) Precision Design Deluxe 6-Piece Lens & Digital SLR Camera Cleaning Kit. Go all day with the lightweight, comfortable Fastpack 350 backpack. It protects your pro digital SLR and 17" widescreen notebook compactly while providing generous storage for other gear. Side-entry compartments let you quickly grab equipment and accessories, even while you're on the move. Customi...
4259	Great way to store and transport gear	Pelican cases are widely used by professionals for storing and moving all kinds of gear. Owning several myself I completely understand why. A very sturdy outer shell protects the gear. Pluckable foam on the inside allows for customized configuration that can accomodate pretty much any type of equipment. A lot of gear comes with its vendor specific cases and bags. But if you have gear from multiple vendors, it can be a hazzle to find solutions which minimize the total number of cases, yet make sure that the equipment isn't just loose or force-fitted. Pelican cases come in many different sizes. So finding the right size and combination to fit all the gear can be tricky and does require some planning. It's best to pre-arrange the gear in the the expected configuration and measure required depth in particular.	BrandXYZ Protector Cases are made with Copolymer Polypropylene, using an open cell core and solid wall construction, which is stronger and lighter that the competion. You can tell it's a BrandXYZ case by the distinctive "twin-ribbed" top surface. Stainless steel pins are used for hinges and handles. The new Double-Throw latches are much easier to open.
4261	Excellent Radios	I purchased the T9680SAME radios about a month ago and took them on a long trip with a family of 4 that included the Grand Canyon and Philmont Scout Ranch. We used the radios to communicate with the kids to explore the areas and when my wife and I had to go in different directions. They helped a lot to keep the trip running smoothly. The voice quality is very good (as long as the volume is set just a bit lower than max). I also used them on a Cub Scout Pack hike so the lead to keep in touch with teh people bring up the rear - a nice way to keep the large group together and in sync. Overall the radios performed great! The only thing I did not test was the range limits. The weather info was a interesting but not extremely useful but we did not have any true weather emergencies.	With a range of up to 28 miles, the Talkabout? T9680RSAME uses both FRS and GMRS frequencies, providing more channels. iVOX hands-free communication without the need of an audio accessory
4277	Love my TomTom	I recently bought the Magellan Maestro 3225 and, after 5 days, returned it because it was really user unfriendly. I then got the TomTom for the same price and I love it! So many more features than the other one. One thing I love is that it gives you a choice of route and background colors so that you can decide what color scheme works best for you. Also, gives you several choices of voices to choose from, which is nice. The British one is so polite! HA HA! I would highly recommend this device, and at $150, it's a good deal. One thing -- I highly recommend downloading the Mr. T voice ... There's nothing better than to be told to make a left up here, fool! I pity you!	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
4283	TomTom does what its supposed to...Great product.	I have been using my TomTom for over a year now, and have purchased additional ones for friends. Works Great! Occasional upgrades using the PC are simple, and you can download most new voices and new little car icons for free. Others are available for purchase. Using the unit is simple, but some times you have to get near a destination before all the POI's show up in the listings. No big deal. Doesn't say the names of the streets, but gives you enough warning, I typically turn the sound down anyway. After a year, I've noticed my battery life is getting shorter...but I leave it connected to the included adapter power most of the time. While researching for a GPS unit, make sure all the maps and software updates are included. Some other brands of GPS units charge you for the maps, (even the first one!), and you have to subscribe to keep them current. Extra costs. Thats why I went with the TomTom. TIP: Don't put your real home address into the unit as "Home", because if your unit is ever stolen, the theif will know exactly where you live. If the unit is in your car and the car is stolen, they will probably have your garage door opener as well. Use the center of your hometown instead as your "Home". You can usually find your way to your house from there.	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
7920	1/2 HDMI	From the manual, page 29 "If you want to listen through the speakers connected to the AV receiver, in addition to an HDMI connection you'll need to make a separate analog or digital audio connection." That is, one of the high points of HDMI (the fact that one cable transmits both audio and video) is completely lost in this receiver, since a second cable is needed for the speakers to function. Furthermore, the unit has 3 HDMI inputs but only 2 optical audio inputs. TO me this doesn't make much sense...	In the case of BrandXYZ A/V receivers,? entry level? means a whole lot more than just affordability and standard functionality. You won?t find a better example than the TX-SR506, which also offers high-definition media capability and advanced sound correction technologies. With an HDMI platform handling 1080p video from three sources, the TX-SR506 brings polish and peak performance to high-definition displays and sources. Legendary BrandXYZ amplification drive and power set the foundation for de...
8179	People should be jumping at these!	I made a last minute decision to fore go the $500 DJ for a pair of these Klipsch AW-650 speakers & I connected these to a new Yamaha RX-V663. By using a Yamaha YDS-10 Ipod dock (w/an ipod of course) I was able to play party music which our party goers gave rave reviews for its sound! People kept asking me about the brand of speakers. I love these speakers! Highs, Mids, Lows, all sounded great. I would think that if you wanted window pane rattling bass, you would have to add the outdoor subwoofer. HOWEVER, the bass was clearly heard to all. These are well worth the money! You can't go wrong. Oh by the way, I have a huge yard that easily accommodated 10 six ft round tables and a serving area for the caterer.	Tractrix? horn with 1" titanium dome tweeter * 6-1/2" IMG woofer * frequency response 70-20,000 Hz (?3dB) * paintable, UV-resistant enclosure * includes mounting brackets and stainless steel hardware *
8302	Noise canceling or noise reduction	The earpiece is comfortable, but the noise canceling feature cannot compete with a Bose headset. I have travelled on a Super 80 and B-767 and 757 (6 voyages) in all since the purchase within a 2-month period, and the sound clarity is great; but qualifying the Scosche as noise canceling instead of noise reduction is borderline.	Active Noise-canceling Earbuds Actively Eliminates Up To 75% Of Unwanted Noise Includes 3 Comfort Fit Silicone Inserts Convenient In-line Control Hub Houses Noise Cancellation Circuitry Includes 1 Aaa Battery Includes Iphone (tm) Adapter, Airplane Adapter & Carrying Case
4288	Should have bought a Garmin	When I first got this i was excited. It gets a signal right away and is easy to use. I used it find a friend's house and it worked perfectly. After that I began having problems. I tried to find a golf course and it kept sending me around in a nonstop loop. After a little while it just all of sudden gave up and decided it wanted to take me home. I also tried using it to find a UPS center and it took me into the middle of nowhere. It wasn't even close. I thought that if I downloaded the software and updated my TomTom that it might fix these issues. It is difficult to connect to the internet because you do not receive an external plug to charge it from an outlet. You need to charge it in the car while driving around. I ordered the external plug and charged it fully. It didn't begin downloading the software like the instructions said it would. I had to go the website and download it myself. Once I did that I proceeded to download the recommended updates. When I did it instructed me to disconnect the GPS from the PC and then reconnect. I did that and it appeared that the updates were installing but when I turned it off and back on to start using it I could only see a big blinking red X and I cannot get past it. I did some research online and it looks like my GPS is "Bricked" I'm going to have to call tech support and see if they can fix it but from what I have read online tech support cannot fix this particular issue. I waited too long to get the charger and it's too late to return it. My buddy bought a Garmin and he says it works flawlessly. I'm afraid I may have thrown away $200.00 on this product.	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
4307	I LOVE my Tom Tom!!!	I researched this item on Consumer Reports first and plugged in all the important features I was looking for, including price. I am extremely happy with the value and how well the product has performed so far. The touch screen is easy and clear and it shows you the names of streets before you come to them. I would definitely recommend this product. It is easy to use and helpful when navigation and directions aren't your forte!	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
8379	Functional & Classy	The Think Tank Urban Disguise 40 is a solidly built and attractive camera bag that doesn't really look like a typical camera bag. It holds a tremendous amount of gear... in mine, I carry a Canon 5D with 24-105mm lens attached, Canon 70-200mm f/4 zoom, Canon 50mm f/1.4 lens, 430EX flash in its case, along with extra CF cards and spare batteries. I could easily fit more. The bag comes with more velcro dividers than I know what to do with, allowing for many different configuations. Every component of the Think Tank is top quality, and the construction is second to none. The only problem? Filled, it's heavy... it holds so much that I end up carrying way more gear with me than I really need in most instances. Even so, the padded shoulder strap makes it relatively comfortable to wear. Now I need a smaller bag for those times when I want to carry less... I'm thinking that this bag's little sibling, the Urban Disguise 20, might fit the bill for me. Probably no reason to go with another brand when I'm so satisfied with this one.	The BrandXYZ Urban Disguise shoulder bags allow you to travel in style and protect your valuable equipment without attracting attention to yourself as a photographer.
8380	Great bag	It looks more as a laptop bag than a camera bag. Plenty of space for lots of stuff. I carry inside a nikon d300 with the 18-200 lens attached, a SB600 flash, a sony cx7 video camera and all the respective spare bateries, two filters, a difuser for the built in flash, and a few documents. I still have space in the outside pockets to carry my garmin etrex (for geotagging) and the tomtom gps navigator that I remove from my car. All in all a fantastic camera bag.	The BrandXYZ Urban Disguise shoulder bags allow you to travel in style and protect your valuable equipment without attracting attention to yourself as a photographer.
4312	Good value	I've used my TomTom just a few times (3) and have found it to be very accurate. It recalculates routes very quickly when I don't follow the one it initially gives me. I'm a little backward when it comes to new technology, but it's intuitive to use. I had a little trouble when I first turned it on--I got a screen with a red x. I went to the website for a solution and found instructions to re-load the software. That was a simple process and it worked. I've not had any trouble since. It does seem to take a couple of minutes to find a signal when I first turn it on, but has never lost the signal once it gets going. I think it's a great value and suits my minimal needs perfectly.	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
4315	DO NOT BUY! Speaker is weak.	The voice directions were extremely hard to hear, even with the volume at 100%, the radio turned off, and the "link volume to speed" setting (i.e. voice gets louder as you go faster) turned off. A call to TomTom support was absolutely no help - they simply said it was "the nature of the product", they were fully aware of the problem, and there was nothing they would do. No refund, no nothing.	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
8689	So Big for Me, a 1.68meter man	I received this bag yesterday and pretty pleased with my decision. This shoulder bag is BIG on the look and spacious from inside. The reason I bought choose this one is for light travel and a bit of fashion. Because my gear was still very simple, I can not upload a picture show how I would pack with this bag. The material and structure look intact. The bag by itself was not padded but the "designated inserts". Through my observation, I could easily put a 2 D90 attached a 18-105mm lens with hood. 4 SB 600 Flash and a 15.4inch laptop. And of course still have some space for smaller items. I am going to use this bag for traveling in tropical country and will update this review whenever I return	The Earth Explorer Large Shoulder Bag (2477) is an everyday, functional shoulder bag that will hold all of your personal gear along with a laptop, camera, or camcorder. The bag features designated protective zones that safeguard the delicate equipment within. One designated internal padded compartment holds 17?and similar size laptops, Two designated removable inserts, that provide protection for a medium-size digital/SLR camera or mini DV camcorder and laptop accessories (these inserts separate...
4341	Worth the money	I wouldn't bet my life on it but it works pretty well. My guess is any GPS would have some drawbacks. My main gripe is the route planning. After you select a destination, you can pick from several options normally fastest way or shortest way. My complaint is you can modify the route but it will not save it. The next time you enter the destination is calculates the route all over again. I finally ended up entering multiple destinations as favorites and then routing to the first one, then after reaching it I entered the second favorite as a destination. The maps can be a little lacking. For example, if you want to enter a destination on a freeway you cannot enter a number because it says there are no numbers. Your only option is a cross street which is great unless you are trying to find out where something is. Another annoyance. You can add a favorite based on your current position. Since the Tom will not recognize numbers on highways/freeways, I thought I would be smart and add a favorite for a ranch in west Texas. It added the favorite fine but after I got back to Houston and tried to route to it I would get a message that there was no possible route. The spot I added was about 200 feet from the road so logically there was no way to get there. I went into map mode and added a favorite that was actually on the road and it worked fine.	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
8790	Pandigital 10.4 Digital Photo Frame	The product is better than I expected. The resolution is great and functions exactly as advertised.	The BrandXYZ 10.4-inch digital photo frame has an HD resolution of 1,024 x 768 pixels with a 4:3 aspect ratio for all of your photo needs. With a stylish black and espresso wood frame that seamlessly fits into any decor, the incredible PanTouch screen lets you access photos and control the display with a simple touch. View photos as if they were pages in a photo album with a convenient page turn effect by simply using a forward or backward swipe motion on the touch matte. Store your JPEG photos,...
8793	The best amplifier, period!	I run this amp with my MTX JH5512X2D enclosure. This pushes those subs at their RMS of 800 watts without any distortion, even at extremely high volume levels. I use this amp with a X15HCAP20 (search it, amazon has it) 20 farad capacitor. Flawless performance, no drops/cut outs. Do not buy this from DiscountJungle, they are not an authorized retailer and you will not get a factory warranty! If you buy this from them and it blows in a month, you'll be out all your money. Be wary of unauthorized resellers. As a follow up edit, this amp actually blew on me. MTX repaired it just fine. Paid shipping to them, they paid shipping back. Had I cheaped out and got it from DiscountJungle I would have been out the cost of it plus I'd have to buy a new one. Learn the lesson without making the mistake, only buy from authorized resellers!	mono subwoofer amplifier * 400 watts RMS x 1 at 4 ohms (800 watts RMS x 1 at 2 ohms) * 1,200 watts RMS x 1 at 1 ohm * frequency response: 20-200 Hz * variable low-pass filter (40-200 Hz, 24 dB/octave) *
4344	Awesome TOMTOM	This product was a great price, I did tons of research and found for the price this was top choice. I used it alot over a weeklong trip to another state and it was awesome. Helped find resteraunts, stores and we never ever got lost. I highly recomend this easy to use nav. You will not be disapointed.	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
4392	Looks Cool, But Lacking In The Range Department	Installation wasn't too bad, although connecting to my Comcast-provided Aris cable modem was a bit tricky. It's not enough to power-cycle the modem, I had to power it down and remove the backup batteries (which maintain phone service during a power outage) for about 2 minutes. Only then would the Aris modem allow WAN access to the WRT110. Comcast tech support won't tell you this, either because they don't know or they simply don't care. Comcast is only concerned that their initial install worked (ie: if you change something, the problem is "on your end"). Unfortunately, Linksys tech support wasn't much help either. Now, on to the router: It has worked *ok* for the past 3 months, but wireless range is TERRIBLE! I live in a ranch style home (2500 sq feet on each floor) with an unfinished basement. The WRT110 is in the basement, basically in the center of the house. The home is typical wood frame & drywall construction. On the main floor, I can never get better than 2 bars (even right above the router, a few feet away), yet I can get a much better signal from my neighbor's Apple Airport across the street, 300+ feet away! My previous router (Belkin wireless pre-N), provided twice the range of the WRT110, but it frequently dumped the connection. In retrospect, I wish I would have spent $60 more and bought an Apple Airport Extreme.	The RangePlus Wireless Router is really three devices in one box. First, there`s the Wireless Access Point, which lets you connect to the network without wires. There`s also a built-in 4-port full-duplex 10/100 Switch to connect your wired-Ethernet devices together. Finally, the Router function ties it all together and lets your whole network share a high-speed cable or DSL Internet connection. With the BrandXYZ RangePlus Wireless Router at the center of your home or office network, you can shar...
4412	Comcast and Tech Support	The installation CD is sraightforward and walked me thru the installation, and I had no problem connecting with my Comcast broadband. However, I'm not very computer literate and did my initial set-up using the WPA protocol (high security encryption), but was unable to get my 2nd computer's adapter to connect with the router. I finally called the 800 tech support number and my wait time was about 5-min at 8 PM (I don't know what time it was in Bombay!). The tech rep walked me thru a reconfiguration and got my adapter to connect to the router, and explained that my 2nd computer is an older one (4+ years old) and didn't support the WPA protocol; he helped me to set it up with the WEP protocol and everything worked fine. Oh yeah, I like the style without the external antennas...I call it the "Stealth" router!	The RangePlus Wireless Router is really three devices in one box. First, there`s the Wireless Access Point, which lets you connect to the network without wires. There`s also a built-in 4-port full-duplex 10/100 Switch to connect your wired-Ethernet devices together. Finally, the Router function ties it all together and lets your whole network share a high-speed cable or DSL Internet connection. With the BrandXYZ RangePlus Wireless Router at the center of your home or office network, you can shar...
4355	SAME GREAT TOMTOM NAME BUT NO REASON TO UPGRADE	Here is the latest in TomTom technology. The TomTom 130. This latest development from TomTom will be perfect for first time GPS buyers who are looking for something simple, compact, and accurate. For previous owners of the TomTom One however, this is no reason to upgrade. The product itself is as close to perfection as I've seen in a basic GPS device, hence the five star rating, but then again so is the TomTom One 3rd edition that was released late last year. The TomTom 130 model is basically the TomTom One with a few minor upgrades. The most notable would be the new flip and fold mounting capability. Instead of the standard suction cup mount that TomTom owners are used to owning as a separate component (one that slides in and out of the back custom grooves of the TomTom itself) there is now an attached mount that folds into the unit for easy storage. This is convenient but in my opinion and like the other minor upgrades, no reason to toss out your old TomTom One in exchange. iPod has set the standard for a lot of electronic thresholds, none being more noticeable than the size and depth of its products. To some it up...slim is in and the TomTom 130 is even slimmer than its big brother the TomTom One weighing in at a 6.1 ounces and only 1 inch in depth. Here are the some minor specs: Unit Size: 3.8"H x 3.2"W x 1"D Display Size: 3.5" (Diagonal) Weight: 6.1 oz Also worth noting is the TomTom 130 now boasts a 3 hour battery charge instead of the paltry 2 hour that left TomTom One owners completely dependent on the cigarette chargers in their cars. 3 hours isn't exactly a wealth of time but it is an improvement and a little more realistic. Also included with the product is TomTom's exclusive Map Share feature that allows users to make their own map corrections and share them with other TomTom customers through their online connection using the TomTom Home software on their PC. This service is free of charge. This has been the subject of some confusion among TomTom users and should be pointed out. Some customers mistakenly think the Map Share updates they receive are entire map upgrades. This is not so. Although TomTom does provide its customers with Map Share updates free of charge these only include minor map modifications, such as dead end streets that weren't marked properly or points-of-interest that were marked out of place. These Map Share updates do not include the miles of new roads being built every year across America & Canada. In order to receive these major map updates customers will have to pay for them. Of course the TomTom 130 will already come included with the latest Tele Atlas which is now version 720.1802, and although TomTom has major map upgrades throughout the year most customers (including myself) will be content with just paying for an upgrade once a year. This guarantees that you will always have the latest maps with the newest roads. Like the TomTom One 3rd Edition the TomTom 130 comes with a "Help Me" button which when pressed opens features such as "Phone For Help" which displays emergency numbers for the current location (such as and typically 911) "Drive To Help" which show you the quickest way to the nearest police station or hospital and a "First Aid Guide" which is provided by the British Red Cross. Also included in the safety features is an option to sound a custom alarm if any of the following occur: 1. When approaching a school or church 2. When driving faster than a set speed 3. When driving faster than allowed The 130 still uses the same TomTom touch screen user-interface so prior TomTom users will already be familiar with the controls but with such a user friendly design even new customers will have the hang of it in no time. The screen is a bright 3.5 inch full TFT color LCD with 320 x 240 pixels that supports 64K colors. For first time GPS buyers this unit is perfect because of its price, portability, latest maps, outstanding user-interface, and simplicity. For someone looking to upgrade to something a little more advanced try the TomTom 130S with text-to-speech capability (verbal pronunciation of street names).	The BrandXYZ ONE 130 is easy-to-use personal navigation. BrandXYZ's award-winning software means effortless navigation from point A to point B. Switch on and go right out of the box. Just enter the address on the touchscreen and start driving anywhere in the United States or Canada. BrandXYZ guides you door-to-door with turn-by-turn spoken instructions. And 3D graphics help guide you to your destination, worry free. Easy-to-use widescreen navigation. Click to enlarge. BrandXYZ's award-winning so...
